pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,candidate1_4,candidate1_5,candidate1_6,office2,candidate2_1,candidate2_2,candidate2_3,candidate2_4,candidate2_5,candidate2_6,candidate2_7,candidate2_8,candidate2_9,candidate2_10,candidate2_11,candidate2_12,candidate2_13,candidate2_14,candidate2_15,candidate2_16,candidate2_17,candidate2_18,candidate2_19,candidate2_20,office3,candidate3_1,candidate3_2,candidate3_3,candidate3_4,candidate3_5,candidate3_6,candidate3_7,candidate3_8,candidate3_9,candidate3_10,candidate3_11,candidate3_12,candidate3_13,candidate3_14,candidate3_15,candidate3_16,candidate3_17,candidate3_18,candidate3_19,office4,candidate4_1,candidate4_2,candidate4_3,candidate4_4,candidate4_5,candidate4_6,candidate4_7,candidate4_8,candidate4_9,candidate4_10,candidate4_11,candidate4_12,candidate4_13,candidate4_14,candidate4_15,candidate4_16,candidate4_17,candidate4_18,candidate4_19,candidate4_20,office5,candidate5_1,candidate5_2,candidate5_3,candidate5_4,candidate5_5,candidate5_6,candidate5_7,candidate5_8,candidate5_9,candidate5_10,candidate5_11,candidate5_12,candidate5_13,candidate5_14,candidate5_15,candidate5_16,candidate5_17,candidate5_18,candidate5_19,office6,candidate6_1,candidate6_2,candidate6_3,candidate6_4,candidate6_5,candidate6_6,candidate6_7,candidate6_8,candidate6_9,candidate6_10,candidate6_11,candidate6_12,candidate6_13,candidate6_14,candidate6_15,candidate6_16,candidate6_17,candidate6_18,candidate6_19,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,candidate8_3,candidate8_4,candidate8_5,candidate8_6,candidate8_7,candidate8_8,candidate8_9,candidate8_10,candidate8_11,candidate8_12,candidate8_13,candidate8_14,candidate8_15,candidate8_16,candidate8_17,candidate8_18,candidate8_19,candidate8_20,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2
0GDAVD11.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,District Court Judge District 22B,Mary Fowler Covington,,,,,,District Court Judge District 22B,Wayne L. Michael,,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,Jimmy Laird Myers,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,Rod Penry,,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,Carlton Terry,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,April C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDAVD12.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,District Court Judge District 22B,Mary Fowler Covington,,,,,,District Court Judge District 22B,Wayne L. Michael,,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,Jimmy Laird Myers,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,Rod Penry,,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,Carlton Terry,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,April C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDAVD13.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,District Court Judge District 22B,Mary Fowler Covington,,,,,,District Court Judge District 22B,Wayne L. Michael,,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,Jimmy Laird Myers,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,Rod Penry,,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,Carlton Terry,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,April C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDAVE01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,District Court Judge District 22B,Mary Fowler Covington,,,,,,District Court Judge District 22B,Wayne L. Michael,,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,Jimmy Laird Myers,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,Rod Penry,,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,Carlton Terry,,,,,,,,,,,,,,,,,,,District Court Judge District 22B,April C. Wood,SSPPEECCIIAALL IINN,.. CChhoooossee uupp ttoo 33 ccaannddiiddaatteess ffoorr tt .. SSeelleecctt aa ddiiffffeerreenntt ccaannddiiddaattee ffoorr,.. YYoouurr 22nndd aanndd 33rrdd cchhooiicceess wwiillll nn ryuonuor f1f sift ycohuori c1es ti sc hnooitc ien itsh en orut ni,FFiillll iinn oonnllyy oonnee oovvaall ppeerr cchhooiiccee,1st choice here,John F. Bloss,J. Wesley Casteen,Chris Dillon,Jewel Ann Farlow,Daniel E. Garner,Stan Hammer,Mark E. Klass,Doug McCullough,Anne Middleton,"Harry E. Payne, Jr.",John Sullivan,Cressie Thigpen,Pamela M. Vesper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDUPL01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 4A,"Russell J. Lanier, Jr.",,,,,,District Court Judge District 4,Paul A. Hardison,,,,,,,,,,,,,,,,,,,,District Court Judge District 4,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDUPL02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 4A,"Russell J. Lanier, Jr.",,,,,,District Court Judge District 4,Paul A. Hardison,,,,,,,,,,,,,,,,,,,,District Court Judge District 4,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDUPL03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 4A,"Russell J. Lanier, Jr.",,,,,,District Court Judge District 4,Paul A. Hardison,,,,,,,,,,,,,,,,,,,,District Court Judge District 4,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDUPL04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 4A,"Russell J. Lanier, Jr.",,,,,,District Court Judge District 4,Paul A. Hardison,,,,,,,,,,,,,,,,,,,,District Court Judge District 4,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDUPL05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 4A,"Russell J. Lanier, Jr.",,,,,,District Court Judge District 4,Paul A. Hardison,,,,,,,,,,,,,,,,,,,,District Court Judge District 4,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDUPL06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 4A,"Russell J. Lanier, Jr.",,,,,,District Court Judge District 4,Paul A. Hardison,,,,,,,,,,,,,,,,,,,,District Court Judge District 4,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDUPL07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 4A,"Russell J. Lanier, Jr.",,,,,,District Court Judge District 4,Paul A. Hardison,,,,,,,,,,,,,,,,,,,,District Court Judge District 4,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDUPL08.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 4A,"Russell J. Lanier, Jr.",,,,,,District Court Judge District 4,Paul A. Hardison,,,,,,,,,,,,,,,,,,,,District Court Judge District 4,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,District Court Judge District 14,Brian Aus,Pat Evans,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,District Court Judge District 14,Brian Aus,Pat Evans,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,District Court Judge District 14,Brian Aus,Pat Evans,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,District Court Judge District 14,Brian Aus,Pat Evans,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH08.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH09.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH10.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH11.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH12.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH13.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH14.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH15.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH16.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH17.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 14B,Elaine M. Bushfan,"James E. (Jim) Hardin, J",James H. Hughes,Michael O'Foghludha,Dan Read,Chris Shella,District Court Judge District 14,Brian Aus,Pat Evans,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH18.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,District Court Judge District 14,Brian Aus,Pat Evans,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GDURH19.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,District Court Judge District 14,Brian Aus,Pat Evans,,,,,District Court Judge District 14,Nancy E. Gordon,,,,,,,,,,,,,,,,,,,,District Court Judge District 14,James T. (Jim) Hill,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Freda Black,Doretta Walker,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Marcia H. Morey,,,,,,,,,,,,,,,,,,,District Court Judge District 14,Brian C. Wilks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GEDGE01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 7C,"Walter H. Godwin, Jr.",,,,,,District Court Judge District 7,Pell Cooper,,,,,,,,,,,,,,,,,,,,District Court Judge District 7,"Joseph John Harper, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GEDGE02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 7C,"Walter H. Godwin, Jr.",,,,,,District Court Judge District 7,Pell Cooper,,,,,,,,,,,,,,,,,,,,District Court Judge District 7,"Joseph John Harper, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GEDGE03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 7C,"Walter H. Godwin, Jr.",,,,,,District Court Judge District 7,Pell Cooper,,,,,,,,,,,,,,,,,,,,District Court Judge District 7,"Joseph John Harper, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GEDGE04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 7B,"Milton F. Fitch, Jr.",,,,,,District Court Judge District 7,Pell Cooper,,,,,,,,,,,,,,,,,,,,District Court Judge District 7,"Joseph John Harper, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GEDGE05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 7B,"Milton F. Fitch, Jr.",,,,,,District Court Judge District 7,Pell Cooper,,,,,,,,,,,,,,,,,,,,District Court Judge District 7,"Joseph John Harper, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GEDGE06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 7B,"Milton F. Fitch, Jr.",,,,,,District Court Judge District 7,Pell Cooper,,,,,,,,,,,,,,,,,,,,District Court Judge District 7,"Joseph John Harper, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GEDGE07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 7B,"Milton F. Fitch, Jr.",,,,,,District Court Judge District 7,Pell Cooper,,,,,,,,,,,,,,,,,,,,District Court Judge District 7,"Joseph John Harper, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GEDGE08.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 7B,"Milton F. Fitch, Jr.",,,,,,District Court Judge District 7,Pell Cooper,,,,,,,,,,,,,,,,,,,,District Court Judge District 7,"Joseph John Harper, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GEDGE09.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 7C,"Walter H. Godwin, Jr.",,,,,,District Court Judge District 7,Pell Cooper,,,,,,,,,,,,,,,,,,,,District Court Judge District 7,"Joseph John Harper, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GFORS01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2010-11-02.zip,Superior Court Judge District 21C,Ronald E. Spivey,,,,,,District Court Judge District 21,George A. Bedsworth,,,,,,,,,,,,,,,,,,,,District Court Judge District 21,Denise S. Hartsfield,,,,,,,,,,,,,,,,,,,District Court Judge District 21,Lisa V. Menefee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
